loss,accuracy,val_loss,val_accuracy
0.49634596705436707,0.7586317658424377,0.659298837184906,0.710052490234375
0.42883971333503723,0.7694230079650879,0.6089762449264526,0.7125174403190613
0.41946831345558167,0.771371066570282,0.564594030380249,0.7195906043052673
0.41147640347480774,0.7767154574394226,0.5868557691574097,0.724306046962738
0.4038768708705902,0.7808935642242432,0.57613605260849,0.7245740294456482
0.3958381414413452,0.7821111083030701,0.5530092120170593,0.7366841435432434
0.3909372091293335,0.7831491827964783,0.6008571982383728,0.7302004098892212
0.3912946581840515,0.7848537564277649,0.563241183757782,0.7359339594841003
0.38753870129585266,0.7876989841461182,0.554081380367279,0.7231271862983704
0.38124361634254456,0.7925050854682922,0.5525678396224976,0.724466860294342
0.3795401155948639,0.7914156913757324,0.6002475023269653,0.7266102433204651
0.371608167886734,0.7992720603942871,0.5707920789718628,0.7343800067901611
0.3690825402736664,0.7990413308143616,0.5429202914237976,0.7500268220901489
0.3623482286930084,0.8043729066848755,0.6109647154808044,0.7340049147605896
0.36382192373275757,0.8035911321640015,0.5528587698936462,0.7416139841079712
0.3615705072879791,0.8054879307746887,0.6005010604858398,0.7469724416732788
0.36008602380752563,0.8087688684463501,0.593502402305603,0.7482584714889526
0.35652267932891846,0.8094993829727173,0.6482696533203125,0.7396849393844604
0.3512207567691803,0.8132673501968384,0.6384980082511902,0.7466509342193604
0.3527170419692993,0.8115372061729431,0.669315755367279,0.7412924766540527
0.35151591897010803,0.8120754361152649,0.6738336682319641,0.7498124241828918
0.3510196805000305,0.8106015920639038,0.6078164577484131,0.7516879439353943
0.3445202112197876,0.8178043365478516,0.6765395998954773,0.7517415285110474
0.34838125109672546,0.8148181438446045,0.6851818561553955,0.7351301908493042
0.3463737368583679,0.8157665133476257,0.7282348871231079,0.752920389175415
0.3413907587528229,0.8176890015602112,0.8896715641021729,0.747133195400238
0.34423235058784485,0.8166252374649048,0.7229008078575134,0.7458471655845642
0.3436923325061798,0.8170353174209595,0.681660532951355,0.7539920806884766
0.344422310590744,0.815830647945404,0.735174298286438,0.7405422925949097
