loss,accuracy,val_loss,val_accuracy
0.4928285479545593,0.7598493099212646,0.6022341847419739,0.7132676243782043
0.424637109041214,0.7724989056587219,0.5690808296203613,0.7182509899139404
0.4100857973098755,0.7804321646690369,0.6419755220413208,0.7187868356704712
0.4033362865447998,0.7859175205230713,0.586031436920166,0.7299324870109558
0.39440131187438965,0.7922999858856201,0.6257416605949402,0.7304683327674866
0.38772261142730713,0.7920180559158325,0.581656813621521,0.7319687008857727
0.38340744376182556,0.7963371276855469,0.5909448266029358,0.7324509620666504
0.3788589835166931,0.7987209558486938,0.5645718574523926,0.7344335913658142
0.3732258081436157,0.8024632930755615,0.6225324273109436,0.7330939769744873
0.3735225796699524,0.8040268421173096,0.5579072833061218,0.732183039188385
0.3630945682525635,0.8078717589378357,0.6037737131118774,0.7348622679710388
0.36224445700645447,0.8069617748260498,0.5853068828582764,0.7353981137275696
0.35852012038230896,0.8111655116081238,0.6228218674659729,0.7311113476753235
0.3544425368309021,0.8116781711578369,0.6365799903869629,0.7360411286354065
0.3550752103328705,0.81158846616745,0.617676317691803,0.7358803749084473
0.3553135097026825,0.8106784820556641,0.643679141998291,0.7354516983032227
0.3563424348831177,0.8131904602050781,0.6423555016517639,0.7354516983032227
