loss,accuracy,val_loss,val_accuracy
0.5460173487663269,0.7571322321891785,0.5962918400764465,0.7223234176635742
0.4410163462162018,0.7731781601905823,0.6839390397071838,0.7291287183761597
0.4391109347343445,0.775574803352356,0.657470703125,0.7164826989173889
0.42886224389076233,0.7791889905929565,0.7098701000213623,0.726556658744812
0.41857972741127014,0.7851741909980774,0.6160845756530762,0.7222162485122681
0.4093874394893646,0.789095938205719,0.6137779355049133,0.7376487255096436
0.4067784249782562,0.790826141834259,0.6440188884735107,0.739363431930542
0.3960961699485779,0.794171154499054,0.6405340433120728,0.722859263420105
0.39164799451828003,0.7961961627006531,0.6716269850730896,0.7337905764579773
0.3889516294002533,0.7987209558486938,0.6140795946121216,0.7283785343170166
0.38248541951179504,0.8027580380439758,0.6052766442298889,0.7318615317344666
0.38267433643341064,0.8011560440063477,0.6352031230926514,0.7276283502578735
0.3772693872451782,0.8045395016670227,0.5483800172805786,0.7339513301849365
0.37211546301841736,0.8073975443840027,0.6216297149658203,0.7352373600006104
0.3706614375114441,0.8079614639282227,0.6030434370040894,0.7327724695205688
0.37091556191444397,0.8077691793441772,0.718291163444519,0.7382381558418274
0.36884060502052307,0.8084869384765625,0.5587123036384583,0.7322902083396912
0.36821413040161133,0.8118703961372375,0.5577349662780762,0.7347550988197327
0.3644762933254242,0.8102170825004578,0.5937876105308533,0.7368448972702026
0.36286216974258423,0.8116653561592102,0.5931324362754822,0.7444003820419312
